min,max,a,xc,sigma,y0,a_error,xc_error,sigma_error,y0_error,R2,Chi2,Chi2_reducido,grados_libertad
35.0,45.0,745.4952468481514,39.480888332220644,0.7598152658369204,16.513542599938074,5.621639641774473,0.0035128075451113156,0.0026895631061889494,0.19147558707198872,0.9578972401345422,3048.9229198636704,70.90518418287606,43
37.5,41.5,809.948355349767,39.48906104620885,0.6859532340379788,32.979585306744575,6.586625241154039,0.003383854841564177,0.0038291175977383973,1.0352327392898137,0.9705560804644265,749.234633162128,23.4135822863165,32
